Network_id,Network Name,City,Country,Location_Latitude,Location_Longitude
hellocycling-nara,HELLO CYCLING Nara,奈良県 (Nara),JP,34.6819,135.8007
hellocycling-okinawa,HELLO CYCLING Okinawa,沖縄県 (Okinawa),JP,26.2127,127.6828
hellocycling-osaka,HELLO CYCLING Osaka,大阪府 (Osaka),JP,34.6917,135.5091
hellocycling-saga,HELLO CYCLING Saga,佐賀県 (Saga),JP,33.2622,130.2988
hellocycling-saitama,HELLO CYCLING Saitama,埼玉県 (Saitama),JP,35.86017,139.64347
hellocycling-shizuoka,HELLO CYCLING Shizuoka,静岡県 (Shizuoka),JP,34.9769,138.3855
hellocycling-tochigi,HELLO CYCLING Tochigi,栃木県 (Tochigi),JP,36.75349,139.6115
hellocycling-tokyo,HELLO CYCLING Tokyo,東京都 (Tokyo),JP,35.671,139.765
heraeus-hanau,Heraeus Hanau,Hanau,DE,50.1387,8.94429
hi-bike-fort-william,Hi-Bike Fort William,Fort William,GB,56.8171,-5.1054
hi-bike-inverness,Hi-Bike Inverness,Inverness,GB,57.4767,-4.2269
hibike,Hibike,Kailua-Kona,US,19.6417,-155.9962
ibizi-ibiza-city,ibizi,Ibiza-City,ES,38.9066,1.42046
idecycle,IDEcycle,Pau,FR,43.2957547,-0.3685668
indego,Indego,"Philadelphia, PA",US,39.95378,-75.16374
indiana-pacers-bikeshare,Indiana Pacers Bikeshare,"Indianapolis, IN",US,39.76593,-86.16216
infralobo,Smart Bikes by Infralobo,Vale do Lobo,PT,37.055,-8.0643
integrabike,Integrabike,Sorocaba,BR,-23.5015,-47.4526
jackson,Jackson County BCycle,"Jackson, MI",US,42.2462,-84.4031
jastrebarsko-jastrebarsko,Nextbike,Jastrebarsko,HR,45.6692,15.6541
jesinbici,JesinBici,Jesi,IT,43.522601,13.244448
joco-new-york,JOCO New York,New York,US,40.7572,-73.9859
karuvelo,Karu'Vélo,Pointe-à-Pitre,FR,16.2411,-61.5331
kolumbus-rogaland,Bysykkelen,Rogaland,NO,58.9689,5.731
komornicki-system-rowerowy-komorniki,Komornicki System Rowerowy Poland,Komorniki,PL,52.3347,16.8094
kotobike,Kotobike,京都 (Kyoto),JP,35.0115,135.7518
kuitunbike,Kuitun Bike,奎屯市 (Kuitun),CN,44.429,84.9009
kvb-rad-koln,KVB Rad,Köln,DE,50.9429,6.95649
lastenvelo-freiburg,LastenVelo Freiburg,Freiburg,DE,47.9981,7.8439
le-marcel,Le Marcel,Troyes,FR,48.2997,4.0792
le-velo,LeVélo,Marseille,FR,43.296482,5.36978
le-velo-star,LE vélo Star,Rennes,FR,48.114167,-1.680833
lecce,lecce,Lecce,IT,40.35040350928062,18.177824020385742
lecco,Bicincittà,Lecco,IT,45.8565698,9.397670399999999
li-bia-velo,Li bia velo,Namur,BE,50.465328,4.867665
libelo,Libélo,Valence,FR,44.922726,4.905634
limerick,TFI Bikes,Limerick,IE,52.668746,-8.627809
lincoln,BikeLNK,"Lincoln, NE",US,40.8087,-96.7075
linkbike-penang,LinkBike,Penang,MY,5.4192,100.3281
longanoinbici,LonganoinBici,Barcellona Pozzo di Gotto,IT,38.149812517944284,15.212116241455078
lovelolibreservice,Lovélo Libre Service,Rouen,FR,49.4432552,1.0999821
lovesharing-canary-islands-fuerteventura,Lovesharing (Canary Islands),Fuerteventura,ES,28.3584,-14.064
lovesharing-canary-islands-gran-canaria,Lovesharing (Canary Islands),Gran Canaria,ES,27.8154,-15.5182
lovesharing-canary-islands-lanzarote,Lovesharing (Canary Islands),Lanzarote,ES,29.0491,-13.5729
lrm-lublin-lublin,LRM Lublin,Lublin,PL,51.2469,22.5697
lundahoj,Lundahoj,Lund,SE,55.7046601,13.1910073
lviv-odessa,Nextbike,Odessa,UA,46.463,30.7042
madison,BCycle,"Madison, WI",US,43.07571,-89.38527
malmobybike,Malmö by bike,Malmö,SE,55.605,13.0038
manerba-in-bici,Manerba in Bici,Manerba del Garda,IT,45.561179,10.559406
mar-e-bici,Mar e Bici,Marciana Marina,IT,42.805855,10.196514
marseillan,Marseillan vélo libre-service,Marseillan,FR,43.3572,3.5283
mbajk,MBajk,Maribor,SI,46.5547,15.6459
mcallen,RGV BCycle,"McAllen, TX",US,26.20438,-98.2261
medina-careem-bike,Medina Careem BIKE,Medina,SA,24.4682,39.612
meglio-in-bici,Meglio in Bici,Cernusco sul Naviglio - Pioltello - Carugate,IT,45.520541,9.341984
mein-konrad-konstanz,Mein konrad,Konstanz,DE,47.6732,9.1663
meiob,meioB,Médio Tejo,PT,39.6024,-8.4069
memphis,Explore Bike Share,"Memphis, TN",US,35.1486,-90.045
metro-bike-share,Metro Bike Share,"Los Angeles, CA",US,34.04855,-118.25905
metropolradruhr-bochum,metropolradruhr,Bochum,DE,51.4813,7.2133
metropolradruhr-bottrop,metropolradruhr,Bottrop,DE,51.5263,6.94611
metropolradruhr-dortmund,metropolradruhr,Dortmund,DE,51.5141,7.46255
metropolradruhr-duisburg,metropolradruhr,Duisburg,DE,51.4487,6.77513
metropolradruhr-essen,metropolradruhr,Essen,DE,51.4425,7.02301
metropolradruhr-gelsenkirchen,metropolradruhr,Gelsenkirchen,DE,51.5404,7.07039
metropolradruhr-hamm,metropolradruhr,Hamm,DE,51.6775,7.84836
metropolradruhr-herne,metropolradruhr,Herne,DE,51.5363,7.21493
metropolradruhr-mulheim-adr,metropolradruhr,Mülheim a.d.R.,DE,51.4308,6.87401
metropolradruhr-oberhausen,metropolradruhr,Oberhausen,DE,51.4936,6.85169
metrorower,Metrorower,Górnośląsko-Zagłębiowska Metropolia,PL,50.2664,19.0217
mibici-guadalajara,MIBICI,Guadalajara,MX,20.6737883,-103.3704325
mibicitubici,Mi bici tu bici,Rosario,AR,-32.95,-60.65
mibisivalencia,MIBISI,"Valencia, área metropolitana",ES,39.4745,-0.4189
mimuovofe,Mi Muovo in Bici,Ferrara,IT,44.8350382,11.6240562
mobibike-dresden,MOBIbike,Dresden,DE,51.0535,13.7387
mobibikes,Mobi,Vancouver,CA,49.2827,-123.1207
mogo-detroit,MoGo,"Detroit, MI",US,42.331548,-83.0465
monabike,MonaBike,Monaco,MC,43.733333,7.416667
monopoli-bike,Monopoli BIKE,Monopoli,IT,40.94519109440738,17.311687995336918
movemix-bike,Movemix Bike,Halle (Saale),DE,51.4938,11.9628
mvg-meinrad-nextbike-mainz,meinRad MVG Mainz,Mainz,DE,50.0153,8.252
mvrad-anklam,MV-Rad,Anklam,DE,53.8614,13.6907
mvrad-hq,MV-Rad,MV-Rad,DE,53.6707,12.4255
nashville,Nashville BCycle,"Nashville, TN",US,36.15768,-86.773
nbici,nbici,Pamplona,ES,42.8116631,-1.6482653
neuchatelroule,Neuchâtelroule,Neuchâtel,CH,46.9916,6.9269
nextbike-10vorwien,Nextbike,10vorWien,AT,48.3403,16.279
nextbike-auckland-waterfront,Nextbike,Auckland Waterfront,NZ,-36.841,174.763
nextbike-bergamo,nextbike Bergamo,Bergamo,IT,45.6986,9.67567
nextbike-berlin,Nextbike,Berlin,DE,52.5087,13.3563
nextbike-berounsko,nextbike Berounsko,Berounsko,CZ,49.9616,14.064
nextbike-bielefeld,meinSiggi,Bielefeld,DE,52.0257,8.53286
nextbike-bonn,Nextbike,Bonn,DE,50.7367,7.09541
nextbike-brno,nextbike Brno,Brno,CZ,49.1911,16.6148
nextbike-brno-kurim,nextbike Brno,Kuřim,CZ,49.2994,16.5368
nextbike-cardiff,Nextbike,Cardiff,GB,51.4848,-3.19062
nextbike-christchurch,Nextbike,Christchurch,NZ,-43.5341,172.621
nextbike-dusseldorf,Nextbike,Düsseldorf,DE,51.2243,6.77204
nextbike-dvur-kralove,nextbike Dvůr Králové,Dvůr Králové,CZ,50.4278,15.8162
nextbike-ennetmoos,Nextbike,Ennetmoos,CH,46.9573,8.3377
nextbike-erfurt,Nextbike,Erfurt,DE,50.9785,11.0334
nextbike-focsani,nextbike Romania,Focșani,RO,45.6947,27.1851
nextbike-frydek-mistek,nextbike Frýdek-Místek,Frýdek-Místek,CZ,49.6832,18.3457
nextbike-giessen,Nextbike,Gießen,DE,50.5943,8.68097
nextbike-glasgow,Nextbike,Glasgow,GB,55.8589,-4.25549
nextbike-gross-enzersdorf,Nextbike,Groß Enzersdorf,AT,48.1986,16.5496
nextbike-gutersloh,Nextbike,Gütersloh,DE,51.9049,8.39275
nextbike-havirov,nextbike Havířov,Havířov,CZ,49.7799,18.4328
nextbike-hergiswil,Nextbike,Hergiswil,CH,46.9905,8.30829
nextbike-hodonin,nextbike Hodonín,Hodonín,CZ,48.8489,17.1327
nextbike-hollabrunn,Nextbike,Hollabrunn,AT,48.562,16.0785
nextbike-horw,Nextbike,Horw,CH,47.0188,8.30828
nextbike-hradec-kralove,nextbike Hradec Králové,Hradec Králové,CZ,50.2079,15.8334
nextbike-ivano-frankivsk,Nextbike,Ivano Frankivsk,UA,48.9281,24.7103
nextbike-jicin,nextbike Jičín,Jičín,CZ,50.4367,15.3743
nextbike-jihlava,nextbike Jihlava,Jihlava,CZ,49.4078,15.6061
nextbike-karlsruhe,KVV.nextbike,Karlsruhe,DE,49.0102,8.41827
nextbike-kassel,Nextbike,Kassel,DE,51.3127,9.47975
nextbike-kladno,nextbike Kladno,Kladno,CZ,50.1435,14.1082
nextbike-klagenfurt,Nextbike,Klagenfurt,AT,46.6335,14.3085
nextbike-koprivnice,nextbike Kopřivnice,Kopřivnice,CZ,49.5934,18.1422
nextbike-krnov,nextbike Krnov,Krnov,CZ,50.0703,17.8837
nextbike-leipzig,Nextbike,Leipzig,DE,51.3415,12.3625
nextbike-limassol,Nextbike,Limassol,CY,34.6823,33.0464
nextbike-lippstadt,Nextbike,Lippstadt,DE,51.6755,8.34394
nextbike-luzern,Nextbike,Luzern,CH,47.0472,8.30446
nextbike-lviv,Nextbike,Lviv,UA,49.8402,24.0182
nextbike-marburg,Nextbike,Marburg,DE,50.8019,8.76444
nextbike-mladoboleslavsko-mlada-boleslav,nextbike Mladoboleslavsko,Mladá Boleslav,CZ,50.4278,14.8999
nextbike-mladoboleslavsko-mnichovo-hradiste,nextbike Mladoboleslavsko,Mnichovo Hradiště,CZ,50.5218,14.9741
nextbike-modling,Nextbike,Mödling,AT,48.1047,16.3202
nextbike-most,nextbike Most,Most,CZ,50.5014,13.6361
nextbike-nicosia,Nextbike,Nicosia,CY,35.1728,33.3653
nextbike-norderstedt,Nextbike,Norderstedt,DE,53.6969,10.002
nextbike-novy-jicin,nextbike Nový Jičín,Nový Jičín,CZ,49.5976,18.008
nextbike-oberdorf,Nextbike,Oberdorf,CH,46.9563,8.3884
nextbike-olbramovicevotice,nextbike OlbramoviceVotice,Olbramovice/Votice,CZ,49.6525,14.6355
nextbike-oldenburg,OLi-Bike,Oldenburg,DE,53.1448,8.22485
nextbike-olomouc,nextbike Olomouc,Olomouc,CZ,49.5929,17.2459
nextbike-opava,nextbike Opava,Opava,CZ,49.9289,18.2634
nextbike-ortenaukreis,Nextbike Ortenaukreis,Ortenaukreis,DE,48.4721,7.94243
nextbike-ostrava,nextbike Ostrava,Ostrava,CZ,49.8344,18.2823
nextbike-ostrava-hlucin,nextbike Ostrava,Hlučín,CZ,49.898,18.1923
nextbike-ostrava-vresina,nextbike Ostrava,Vřesina,CZ,49.825,18.1206
nextbike-pardubice,nextbike Pardubice,Pardubice,CZ,50.0343,15.7812
nextbike-pisek,nextbike Písek,Písek,CZ,49.3051,14.1463
nextbike-potsdam,Nextbike,Potsdam,DE,52.3997,13.0676
nextbike-praha,nextbike Praha,Praha,CZ,50.0592,14.5761
nextbike-praha-ricany,nextbike Praha,Říčany,CZ,49.9976,14.6685
nextbike-prerov,nextbike Prerov,Prerov,CZ,49.4574,17.4408
nextbike-prostejov,nextbike Prostejov,Prostejov,CZ,49.4722,17.1055
nextbike-russelsheim-am-main,Nextbike,Rüsselsheim am Main,DE,49.9881,8.42142
nextbike-rychnovsko,nextbike Rychnovsko,Rychnovsko,CZ,50.1668,16.2828
nextbike-sarajevo,Nextbike,Sarajevo,BA,43.85,18.39
nextbike-sarnen,Nextbike,Sarnen,CH,46.8963,8.24614
nextbike-serfaus,Nextbike,Serfaus,AT,47.0387,10.6048
nextbike-stans,Nextbike,Stans,CH,46.9593,8.36836
nextbike-stansstad,Nextbike,Stansstad,CH,46.9801,8.34098
nextbike-stirling,Nextbike,Stirling,GB,56.1165,-3.9369
nextbike-stpolten,Nextbike,St.Pölten,AT,48.2058,15.6232
nextbike-sursee,Nextbike,Sursee,CH,47.1713,8.10877
nextbike-thermenregion,Nextbike,Thermenregion,AT,47.9892,16.2646
nextbike-trutnov,nextbike Trutnov,Trutnov,CZ,50.5616,15.9126
nextbike-tulln,Nextbike,Tulln,AT,48.3269,16.0569
nextbike-tuzla,Nextbike,Tuzla,BA,44.5392,18.675
nextbike-uherske-hradiste,nextbike Uherské Hradiště,Uherské Hradiště,CZ,49.0678,17.4665
nextbike-university-of-surrey,Nextbike,Surrey,GB,51.2422,-0.590594
nextbike-urdaibai,BBK Klimabizi,Urdaibai,ES,43.395,-2.68815
nextbike-vinnytsia,Nextbike,Vinnytsia,UA,49.2328,28.4625
nextbike-vrchlabi,nextbike Vrchlabí,Vrchlabí,CZ,50.6222,15.6126
nextbike-wachau,Nextbike,Wachau,AT,48.3188,15.4166
nextbike-wienerwald,Nextbike,WienerWald,AT,48.1926,16.141
nextbike-wiesbaden,Nextbike,Wiesbaden,DE,50.0709,8.24322
nextbike-wolfenschiessen,Nextbike,Wolfenschiessen,CH,46.9079,8.39767
nextbike-wrneustadt,Nextbike,Wr.Neustadt,AT,47.8167,16.2426
nextbike-wurzburg,Nextbike,Würzburg,DE,49.8,9.93333
nextbike-zagreb,Nextbike,Zagreb,HR,45.7984,15.9789
nextbike-zlin,nextbike Zlín,Zlín,CZ,49.238,17.6788
nibelungen-bike-braunschweig,Nibelungen-Bike,Braunschweig,DE,52.2597,10.5307
nomago-gorica,Nomago Bikes - GO2GO,Nova Gorica,SI,45.9576,13.6406
nomago-gorizia,GO2GO - Gorizia,Gorizia,IT,45.9469,13.6208
nomago-ljubljana,Nomago Bikes - LJUBLJANA,Ljubljana,SI,46.0577,14.5013
nomago-portoroz,Nomago Bikes - PORTOROZ,Portorož,SI,45.5054,13.5979
nomago-zanaprej,Nomago Bikes - ZANAPREJ,Zagorje ob Savi,SI,46.1392,14.9785
nomagobikes-celje,NomagoBikes,Celje,SI,46.2388,15.2693
nomagobikes-lasko,NomagoBikes,Laško,SI,46.1458,15.2312
notoinbici,NotoinBici,Noto,IT,36.889437754839854,15.074658393859863
novara,Novara,Novara,IT,45.44574,8.622165
nubija-changwon,누비자 (Nubija),창원시 (Changwon),KR,35.22369091380072,128.67059887227657
oeynrad-bad-oeynhausen,Oeynrad,Bad Oeynhausen,DE,52.2051,8.80074
olbia-bike,Olbia Bike,Olbia,IT,40.9240543,9.4994397
oleski-rower-miejski-olesno,Oleski Rower Miejski Poland,Olesno,PL,50.8773,18.4212
omaha,Heartland BCycle,"Omaha, NE",US,41.25832,-96.00853
ontibici,Ontibici,Ontinyent,ES,38.8211,-0.609
opcina-brinje-brinje,Općina Brinje,Brinje,HR,44.9977,15.1258
opcina-pitomaca,Općina Pitomača (Croatia),Pitomača,HR,45.9077,17.2622
optymo,Optymo,Belfort,FR,47.641111,6.849444
oslo-bysykkel,Bysykkel,Oslo,NO,59.913869,10.752245
ossola,Comunità Montana Valli dell'Ossola,Santa Maria Maggiore - Malesco - Villette,IT,46.127196,8.499169
ov-fiets,OV-fiets,Nederland,NL,52.1449,5.5603
parkinbici,Parkinbici,Parco Nazionale del Gargano,IT,41.7817081,15.8516421
parma,Mi Muovo in Bici,Parma,IT,44.801485,10.3279036
passofundo,Passo Fundo Vai de Bici,Passo Fundo,BR,-28.2555,-52.3981
pavia-in-bici,Pavia in bici,Pavia,IT,45.1847248,9.1582069
peacehealth-rides,PeaceHealth Rides,"Eugene, OR",US,44.0502,-123.0949
perivelo,Périvélo,Grand Périgueux,FR,45.1929,0.7217
petites-reines,Les Petites Reines,Les Sables d'Olonne,FR,46.4971,-1.7805
piacenza,Mi Muovo in Bici,Piacenza,IT,45.0473754,9.6865813
pickebike-aubonne,PickeBike Aubonne,Aubonne,CH,46.4949,6.3963
pickebike-basel,PickeBike Basel,Basel,CH,47.5579,7.5902
pickebike-fribourg,PickeBike Fribourg,Fribourg,CH,46.8039,7.1505
pinerolo,Pinerolo,Pinerolo,IT,44.8850256,7.3499953
piotrkowski-rower-miejski-piotrkow-trybunalski,Piotrkowski Rower Miejski Poland,Piotrków Trybunalski,PL,51.3975,19.6779
pittsburgh,Pogoh,"Pittsburgh, PA",US,40.4406,-79.9893
pobiedziski-rower-gminny-pobiedziska,Pobiedziski Rower Gminny Poland,Pobiedziska,PL,52.4765,17.2866
pombike,Pombike,Pombal,PT,39.915278,-8.632222
pony-nice,Pony,Nice,FR,43.695949,7.271413
pordenone,Pordenone,Pordenone,IT,45.94790101663391,12.674491020251475
portofino-park-and-bike,Portofino Park and Bike,Santa Margherita Ligure - Portofino - Camogli,IT,44.335084,9.211264
prata-camportaccio,Prata Camportaccio,Prata Camportaccio,IT,46.3042146,9.3964914
publibike-bern,PubliBike Bern,Bern,CH,46.94841,7.43767
publibike-fribourg,PubliBike Fribourg,Fribourg,CH,46.805708,7.160339
publibike-lausanne-morges,PubliBike Lausanne-Morges,Lausanne,CH,46.516649,6.62948
publibike-region-de-nyon,PubliBike Région de Nyon,Nyon,CH,46.381706,6.240311
publibike-sottoceneri-ti,PubliBike Sottoceneri (TI),Lugano,CH,46.00491,8.95244
publibike-zuerich,PubliBike Zürich,Zürich,CH,47.38728,8.53767
punpunbikeshare,Pun Pun Bike Share,Bangkok,TH,13.75,100.516667
qrobici,Qrobici,Santiago de Querétaro,MX,20.5939,-100.3958
ready4green-graben,Graben - ready4green,Graben,DE,51.1242,10.8984
redding,Redding BCycle,"Redding, CA",US,40.5875,-122.386
reddy-bike-share,Reddy Bike Share,"Buffalo, NY",US,42.89373841865211,-78.8718044757843
reggio-emilia,Mi Muovo in Bici,Reggio Emilia,IT,44.6989932,10.6296859
regivelo-kreuzlingen,Regivelo,Kreuzlingen,CH,47.646,9.1716
relay-atlanta,HOPR,"Atlanta, GA",US,33.7627941119619,-84.38727110624313
revgmobic,mobic,REVG,DE,50.8493,6.6687
rietinbici,Rietinbici,Rieti,IT,42.40262397383167,12.86099910736084
rimini,Mi Muovo in Bici,Rimini,IT,44.0570817,12.5646003
rivibike,Rivibike,Riviera de São Lourenço,BR,-23.7998,-46.0223
rmbikes,RMBikes,Rio Maior,PT,39.3374,-8.9374
rower-powiatowy-sokolow-podlaski,Rower Powiatowy Sokołów Podlaski,Sokołów Podlaski,PL,52.4082,22.2525
rowerowe-lodzkie-rl-koluszki,Rowerowe Łódzkie,Koluszki,PL,51.7401,19.835
rowerowe-lodzkie-rl-kutno,Rowerowe Łódzkie,Kutno,PL,52.2317,19.3564
rowerowe-lodzkie-rl-lask,Rowerowe Łódzkie,Łask,PL,51.5893,19.142
rowerowe-lodzkie-rl-lodz-rl,Rowerowe Łódzkie,Łódź,PL,51.7674,19.4575
rowerowe-lodzkie-rl-lowicz,Rowerowe Łódzkie,Łowicz,PL,52.1057,19.9381
rowerowe-lodzkie-rl-pabianice,Rowerowe Łódzkie,Pabianice,PL,51.6651,19.3548
rowerowe-lodzkie-rl-sieradz,Rowerowe Łódzkie,Sieradz,PL,51.5902,18.7382
rowerowe-lodzkie-rl-skierniewice,Rowerowe Łódzkie,Skierniewice,PL,51.9539,20.1469
rowerowe-lodzkie-rl-zdunska-wola,Rowerowe Łódzkie,Zduńska Wola,PL,51.6011,18.938
rowerowe-lodzkie-rl-zgierz,Rowerowe Łódzkie,Zgierz,PL,51.8551,19.4068
rsvg-bike,RSVG-Bike,RSVG,DE,50.7669,7.37457
rtc-bike-share,RTC Bike Share,"Las Vegas, NV",US,36.1438,-115.15682
rubis-velo,Rubis'Vélo,Bourg-en-Bresse,FR,46.2056,5.2289
rva-bikes,RVA Bike Share,"Richmond, VA",US,37.53833,-77.43464
rvk,RVK,RVK e-Bike,DE,50.7069,6.87607
saluzzo,Saluzzo,Saluzzo,IT,44.6445404,7.492735499999999
sanantonio,SWell Cycle,"San Antonio, TX",US,29.43701,-98.48236
santa-barbara,Santa Barbara BCycle,"Santa Barbara, CA",US,34.42178,-119.7001
santa-cruz,Santa Cruz BCycle,"Santa Cruz, CA",US,36.97484,-122.0277
santana,Sântana Velo,Sântana,RO,46.3461,21.5064
santander-brunel,Santander Cycles - Brunel,Brunel University,GB,51.5463,-0.48048
santander-cycles,Santander Cycles,London,GB,51.51121389999999,-0.1198244
santander-cycles-mk-milton-keynes,Santander Cycles MK,Milton Keynes,GB,52.0406,-0.759417
santander-cycles-swansea-swansea-university,Santander Cycles,Swansea,GB,51.6106,-3.9764
santander-monchengladbach,Santander Mönchengladbach,Mönchengladbach,DE,51.1817,6.43578
sap-walldorf,SAP Walldorf,Walldorf,DE,49.2945,8.62324
saturn,Saturn,Saturn,RO,43.82,28.7445
savigliano,Savigliano,Savigliano,IT,44.6470327,7.662463499999999
savona,Savona,Savona,IT,44.29516444397244,8.463126708984431
scegli-in-bici,Scegli in Bici,Cremona,IT,45.134914104864116,10.0222648619018
sellero,Sellero,Sellero,IT,46.06304765446406,10.353434085845947
semo,semo,Communauté d'agglomération Seine-Eure,FR,49.22,1.17
senica-bajk,SENICA BAJK,Senica,SK,48.676,17.3642
seoul-bike,Seoul Bike 따릉이,Seoul,KR,37.5664,126.9785
sevici,Sevici,Sevilla,ES,37.3880961,-5.9823299
shymkentbike,Shymkentbike,Shymkent,KZ,42.3184,69.5978
sibiu,Sibiu Bike Share,Sibiu,RO,45.7963,24.1518
sitycleta-las-palmas-las-palmas-de-gran-canaria,Sitycleta,Las Palmas de Gran Canaria,ES,28.1236,-15.4366
sixt-riga,SiXT,Rīga,LV,56.9453,24.1033
ski-rower-chelm,Chełmski Rower,Chełm,PL,51.1318,23.4755
skrova-bike,Skrova Bysykkel,Skrova,NO,68.1669,14.6611
slatina-velo-city,Slatina Velo City,Slatina,RO,44.4299,24.3716
slovnaft-bajk,Slovnaft BAjk,Bratislava,SK,48.1514,17.1056
sobi-hamilton,SoBi,"Hamilton, ON",CA,43.25643601915583,-79.86929655075073
sobi-long-beach,SoBi,"Long Beach, CA",US,33.76897,-118.19164
sondrio,Sondrio,Sondrio,IT,46.1698583,9.8787674
speziainbici,Speziainbici,La Spezia,IT,44.1024504,9.824082599999999
sprintrad,sprintRAD,Hannover,DE,52.3721,9.73569
sprottenflotte-kiel,Sprottenflotte,Kiel,DE,54.2837,10.13213
stadtrad-hamburg-db,StadtRAD Hamburg,Hamburg,DE,53.550308,10.00063
stadtrad-innsbruck,Stadtrad,Innsbruck,AT,47.2632,11.3961
stadtrad-lueneburg,StadtRAD Lüneburg,Lüneburg,DE,53.248697,10.407776
stadtrad-stuttgart,RegioRadStuttgart,Stuttgart,DE,48.778147,9.1801512
stari-grad-hvar,Hvar,Stari Grad,HR,43.1841,16.5886
styr-staell-goeteborg,"Styr & Ställ (Sweden, Göteborg)",Göteborg,SE,57.6902,11.9881
summit-bike-share,Summit Bike Share,"Park City, UT",US,40.6474,-111.4981
swa-rad-augsburg,SWA Rad,Augsburg,DE,48.3647,10.8916
system-roweru-gminnego-pielgrzymka,System Roweru Gminnego Poland,Pielgrzymka,PL,51.1185,15.8153
tallinja-bike,Tallinja Bike,Valletta - Malta - Gozo,MT,35.8992,14.5141
tanlib,Vélo tanlib,Niort,FR,46.3258,-0.4606
tashu,Tashu,대전 (Daejeon),KR,36.349,127.3848
telofun,Tel-O-Fun,"Tel Aviv-Yaffo, Giv'atayim, Ramat-Gan",IL,32.087053,34.789776
tembici-bogota,Tembici,Bogotá,CO,4.6569,-74.0656
tempo-velo,Tempo Vélo,Agen,FR,44.2049,0.6212
terni,Terni,Terni,IT,42.5636168,12.6426604
thessbike,ThessBike,Thessaloniki,GR,40.6403167,22.9352716
thun,Donkey Republic Thun,Thun,CH,46.7576,7.6287
ti-velo,Ti Vélo,Landernau,FR,48.4512,-4.2551
tigullionbike,Tigullionbike,Sestri Levante - Lavagna,IT,44.272554,9.395714
tirano-in-bici,Tirano in Bici,Tirano,IT,46.216168,10.1696056
tlp-velo,Tarbes et Lourdes vls,"Tarbes, Lourdes",FR,43.23,0.07
torrentbici,TorrentBici,Torrent,ES,39.4319,-0.473
torvelo,Torvelo,Toruń,PL,53.0138,18.5984
toyama-cyclocity,cyclocity,富山市,JP,36.6959518,137.2136768
tradate,Tradate,Tradate,IT,45.70938576720161,8.915993391601548
treviso,Treviso,Treviso,IT,45.6669011,12.243039
trofinetes,Trofinetes,Trofa,PT,41.3436,-8.553
trondheim-bysykkel,Bysykkel,Trondheim,NO,63.4307238,10.3936781
tuebici,TUeBICI,Santander,ES,43.46230569999999,-3.8099803
tugo-bike-share,Tugo Bike Share,"Tucson, AZ",US,32.2225,-110.9749
twisto-velo,Twisto vélo,Caen,FR,49.1813403,-0.3635615
tychowski-rower-miejski,Tychowski Rower Miejski,Tychowo,PL,53.9288,16.2568
udine,Udine,Udine,IT,46.0710668,13.2345794
ugento,Ugento,Ugento,IT,39.9273518,18.1582962
usedomrad-usedom,UsedomRad,Usedom,DE,53.9779,13.9925
ustica,Ustica,Ustica,IT,38.7031179,13.1682675
v3-bordeaux,V³,Bordeaux,FR,44.837789,-0.57918
vagrad,VAG_Rad,Nürnberg,DE,49.4487,11.0794
vaibike,VaiBike,Vilagarcía de Arousa,ES,42.5954,-8.7659
valenbisi,Valenbisi,Valencia,ES,39.4699075,-0.3762881
valentine,Valentine BCycle,"Valentine, NE",US,42.8747,-100.5511
vel-in,Vél'in,Calais,FR,50.95,1.85
velam,Vélam,Amiens,FR,49.894067,2.295753
velectin,Velect’in,Calais,FR,50.948056,1.856389
velhop,Vélhop,Strasbourg,FR,48.583611,7.748056
velib,Vélib' Métropole,Paris,FR,48.856614,2.3522219
velibeo,Vélibéo,Brive-la-Gaillarde,FR,45.1583,1.5321
velitul,Vélitul,Laval,FR,48.0706687,-0.7734022
velivert,VéliVert,Saint-Étienne,FR,45.396667,4.290833
velo,Vélô,Toulouse,FR,43.604652,1.444209
velo-antwerpen,Velo Antwerpen,Antwerpen,BE,51.216667,4.4
velo-baulois,Le Vélo Baulois,La Baule-Escoublac,FR,47.2867,-2.3908
velo2,Velo2,Cergy,FR,49.03561699999999,2.060325
velobaie,VeloBaie,Saint-Brieuc,FR,48.514,-2.765
velobike,Velobike,Astana,KZ,51.166667,71.416667
velobike-moscow,Velobike,Moscow,RU,55.75,37.616667
velobike-murmansk,Velobike,Murmansk,RU,68.968,33.074
velobike-nizhniy-novgorod,Velobike,Nizhniy Novgorod,RU,56.194,44.003
velocite-besancon,VéloCité,Besançon,FR,47.237829,6.024053899999999
velocite-laon,Vélo'Cité,Laon,FR,49.5639,3.6244
velocite-mulhouse,VéloCité,Mulhouse,FR,47.750839,7.335888
velodaqui,Vélos d’Aquí,Argelès-sur-Mer,FR,42.5449,3.0235
veloh,Veloh,Luxembourg,LU,49.6301025,6.1520185
velok,Vël'Ok,Esch-sur-alzette,LU,49.5024,5.9722
velomagg,Vélomagg,Montpellier,FR,43.6119,3.8772
velomat,Vélo MAT,Saint-Malo,FR,48.64,-2.0
velomodalis,Vélo Modalis,Ligne TER Royan - Angoulême,FR,45.7,-0.33
velopark-drobeta,Drobeta Velopark,Drobeta,RO,44.6326,22.6564
velopartage-geneve,VéloPartage,Genève,CH,46.2021,6.1457
veloplus-velotao,Vélo+/VéloTAO,Orléans,FR,47.9027336,1.9086066
velopop,Vélopop,Avignon,FR,43.943689,4.805833
